id;target number;weight level;time;;total time
8;24;light;1,566669
8;25;light;1,744448
8;26;light;2,322223
8;27;light;2,06667
8;28;light;1,733337
8;29;light;2,222224
8;30;light;1,588892
8;31;light;1,722225
8;32;light;1,544447
8;33;light;1,400002
8;34;light;0,9444456
8;35;light;1,655559
8;36;light;1,17778
8;37;light;2,38889
8;38;light;1,144446
8;39;light;1,511114
8;40;light;1,122224
8;41;light;1,455558
8;42;light;1,255558
8;43;light;1,688892
8;44;light;1,066668
8;45;light;2,033337
8;46;light;1,755559
8;47;light;1,633336
8;48;light;1,311113
8;49;light;1,522225
8;50;light;1,17778
8;51;light;1,222224
;;;;;82,08678
8;1;heavy;5,18667
8;2;heavy;1,86667
8;3;heavy;1,722225
8;4;heavy;2,466667
8;5;heavy;1,622225
8;6;heavy;1,455558
8;7;heavy;1,255558
8;8;heavy;1,322224
8;9;heavy;1,211113
8;10;heavy;1,966671
8;11;heavy;1,500003
8;12;heavy;1,411114
8;13;heavy;2,000004
8;14;heavy;1,911115
8;15;heavy;1,633336
8;16;heavy;2,200002
8;17;heavy;2,088892
8;18;heavy;1,733337
8;19;heavy;2,17778
8;20;heavy;1,400002
8;21;heavy;1,966671
8;22;heavy;1,577781
8;23;heavy;2,411112
8;24;heavy;1,355558
8;25;heavy;1,611114
8;26;heavy;1,577781
8;27;heavy;1,722225
8;28;heavy;1,611114
8;29;heavy;10,60008
8;1;heavy;9,208946
8;2;heavy;1,76667
8;3;heavy;1,888893
8;4;heavy;1,333336
8;5;heavy;1,86667
8;6;heavy;1,966671
8;7;heavy;0,9555568
8;8;heavy;1,211113
8;9;heavy;1,600003
8;10;heavy;1,544447
8;11;heavy;0,8444453
8;12;heavy;1,922226
8;13;heavy;2,155558
8;14;heavy;1,533336
8;15;heavy;1,100002
8;16;heavy;1,322224
8;17;heavy;1,355558
8;18;heavy;1,777781
8;19;heavy;1,122224
8;20;heavy;1,288891
8;21;heavy;1,222224
8;22;heavy;1,800003
8;23;heavy;1,366669
8;24;heavy;1,577781
8;25;heavy;1,466669
8;26;heavy;1,533336
8;27;heavy;2,200002
8;28;heavy;1,555558
8;29;heavy;1,700003
8;30;heavy;1,400002
8;31;heavy;1,355558
8;32;heavy;1,47778
8;33;heavy;2,022226
8;34;heavy;1,411114
8;35;heavy;1,411114
8;36;heavy;1,066668
8;37;heavy;1,233335
8;38;heavy;1,233335
8;39;heavy;1,344447
8;40;heavy;1,355558
8;41;heavy;1,344447
8;42;heavy;1,466669
8;43;heavy;1,233335
8;44;heavy;1,544447
8;45;heavy;2,100003
8;46;heavy;1,633336
8;47;heavy;1,388891
8;48;heavy;1,533336
8;49;heavy;2,100003
8;50;heavy;1,144446
8;51;heavy;1,488891
;;;;;84,47575
8;1;medium;13,72012
8;2;medium;1,677781
8;3;medium;1,300002
8;4;medium;1,633336
8;5;medium;1,733337
8;6;medium;1,355558
8;7;medium;1,877781
8;8;medium;1,66667
8;9;medium;2,133336
8;10;medium;1,37778
8;11;medium;1,200002
8;12;medium;1,588892
8;13;medium;1,700003
8;14;medium;1,622225
8;15;medium;1,444447
8;16;medium;1,455558
8;17;medium;1,644447
8;18;medium;1,27778
8;19;medium;1,08889
8;20;medium;1,211113
8;21;medium;1,555558
8;22;medium;1,255558
8;23;medium;1,655559
8;24;medium;1,955559
8;25;medium;1,300002
8;26;medium;1,511114
8;27;medium;1,655559
8;28;medium;0,900001
8;29;medium;0,8444453
8;30;medium;1,300002
8;31;medium;1,455558
8;32;medium;1,200002
8;33;medium;1,311113
8;34;medium;1,08889
8;35;medium;1,544447
8;36;medium;1,611114
8;37;medium;1,544447
8;38;medium;2,06667
8;39;medium;1,811115
8;40;medium;1,400002
8;41;medium;1,622225
8;42;medium;1,755559
8;43;medium;1,733337
8;44;medium;1,555558
8;45;medium;1,188891
8;46;medium;1,433336
8;47;medium;1,533336
8;48;medium;1,455558
8;49;medium;1,37778
8;50;medium;1,233335
8;51;medium;1,222224
;;;;;87,7869
