time;distance to prev position;controller position;camera position;distance to prev target;distance to current target
0,5437416;0,1453152;(0.2222, 1.1161, -0.5358);(0.1474, 1.4399, -1.0483);4,4427;4,4613
0,5555413;0,1500328;(0.2268, 1.1154, -0.5369);(0.1480, 1.4399, -1.0486);4,4438;4,4603
0,566014;0,1547266;(0.2313, 1.1146, -0.5380);(0.1486, 1.4399, -1.0487);4,4449;4,4594
0,5770744;0,1592357;(0.2356, 1.1138, -0.5390);(0.1492, 1.4400, -1.0489);4,4460;4,4585
0,5880182;0,1634864;(0.2396, 1.1130, -0.5401);(0.1497, 1.4400, -1.0491);4,4471;4,4578
0,5990921;0,1675395;(0.2434, 1.1123, -0.5412);(0.1503, 1.4401, -1.0493);4,4482;4,4571
0,610142;0,1716187;(0.2473, 1.1111, -0.5419);(0.1509, 1.4401, -1.0494);4,4489;4,4561
0,6213659;0,1750109;(0.2503, 1.1104, -0.5433);(0.1516, 1.4401, -1.0496);4,4504;4,4562
0,6324225;0,1786254;(0.2537, 1.1098, -0.5443);(0.1522, 1.4402, -1.0495);4,4514;4,4556
0,6324225;0,1786254;(0.2537, 1.1098, -0.5443);(0.1522, 1.4402, -1.0495);4,4514;4,4556
0,6547017;0,1856324;(0.2603, 1.1086, -0.5462);(0.1535, 1.4403, -1.0498);4,4534;4,4545
0,6656293;0,1889543;(0.2635, 1.1080, -0.5471);(0.1541, 1.4403, -1.0499);4,4544;4,4540
0,6768195;0,1920984;(0.2664, 1.1074, -0.5480);(0.1548, 1.4403, -1.0501);4,4553;4,4535
0,6878489;0,1950822;(0.2693, 1.1069, -0.5488);(0.1554, 1.4403, -1.0502);4,4561;4,4531
0,7005448;0,1977492;(0.2717, 1.1062, -0.5495);(0.1560, 1.4403, -1.0504);4,4569;4,4527
0,7100738;0,2001915;(0.2741, 1.1057, -0.5501);(0.1566, 1.4404, -1.0505);4,4575;4,4523
0,7212829;0,2022552;(0.2761, 1.1058, -0.5505);(0.1572, 1.4404, -1.0507);4,4579;4,4518
0,7324221;0,2044087;(0.2781, 1.1053, -0.5511);(0.1578, 1.4405, -1.0507);4,4586;4,4515
0,7434673;0,206273;(0.2799, 1.1051, -0.5515);(0.1583, 1.4405, -1.0508);4,4590;4,4511
0,754813;0,2082753;(0.2818, 1.1048, -0.5521);(0.1589, 1.4406, -1.0509);4,4597;4,4509
0,7658556;0,210048;(0.2835, 1.1047, -0.5526);(0.1594, 1.4407, -1.0511);4,4602;4,4506
0,777252;0,2120655;(0.2854, 1.1044, -0.5532);(0.1599, 1.4407, -1.0511);4,4608;4,4503
0,7881353;0,2137387;(0.2870, 1.1042, -0.5537);(0.1604, 1.4407, -1.0513);4,4614;4,4501
0,7881353;0,2137387;(0.2870, 1.1042, -0.5537);(0.1604, 1.4407, -1.0513);4,4614;4,4501
0,8100567;0,216576;(0.2897, 1.1036, -0.5542);(0.1612, 1.4407, -1.0516);4,4619;4,4494
0,8213571;0,217959;(0.2910, 1.1033, -0.5547);(0.1616, 1.4407, -1.0517);4,4624;4,4494
0,8327198;0,2192586;(0.2922, 1.1032, -0.5552);(0.1620, 1.4407, -1.0519);4,4630;4,4494
0,8437561;0,2204305;(0.2933, 1.1032, -0.5555);(0.1624, 1.4408, -1.0520);4,4633;4,4492
0,8547471;0,221668;(0.2945, 1.1034, -0.5557);(0.1628, 1.4408, -1.0521);4,4636;4,4489
0,8658727;0,2226683;(0.2955, 1.1035, -0.5560);(0.1632, 1.4408, -1.0522);4,4639;4,4487
0,8773902;0,2234967;(0.2962, 1.1032, -0.5562);(0.1635, 1.4408, -1.0522);4,4641;4,4486
0,8883727;0,2243337;(0.2970, 1.1035, -0.5562);(0.1639, 1.4409, -1.0523);4,4642;4,4483
0,9007232;0,2250872;(0.2977, 1.1036, -0.5563);(0.1642, 1.4409, -1.0524);4,4643;4,4482
0,9102438;0,2257735;(0.2984, 1.1038, -0.5564);(0.1645, 1.4409, -1.0525);4,4645;4,4480
0,9217529;0,2263045;(0.2987, 1.1042, -0.5566);(0.1647, 1.4409, -1.0526);4,4646;4,4480
0,9325024;0,2269436;(0.2993, 1.1044, -0.5567);(0.1650, 1.4409, -1.0526);4,4648;4,4479
0,9438912;0,2276844;(0.3000, 1.1044, -0.5569);(0.1652, 1.4409, -1.0527);4,4650;4,4478
0,9438912;0,2276844;(0.3000, 1.1044, -0.5569);(0.1652, 1.4409, -1.0527);4,4650;4,4478
0,965495;0,2290072;(0.3011, 1.1048, -0.5575);(0.1657, 1.4410, -1.0528);4,4656;4,4478
0,9767038;0,2286996;(0.3014, 1.1049, -0.5574);(0.1659, 1.4410, -1.0528);4,4656;4,4477
0,9878665;0,2290154;(0.3016, 1.1052, -0.5575);(0.1661, 1.4410, -1.0529);4,4656;4,4477
0,9987509;0,2285468;(0.3017, 1.1056, -0.5573);(0.1662, 1.4409, -1.0529);4,4656;4,4475
1,009958;0,2282295;(0.3018, 1.1059, -0.5573);(0.1665, 1.4410, -1.0528);4,4655;4,4474
1,021116;0,2278784;(0.3017, 1.1061, -0.5571);(0.1666, 1.4410, -1.0529);4,4653;4,4473
1,03239;0,2276062;(0.3019, 1.1062, -0.5570);(0.1668, 1.4409, -1.0530);4,4653;4,4472
1,043436;0,2274227;(0.3019, 1.1064, -0.5570);(0.1669, 1.4408, -1.0531);4,4653;4,4472
1,054473;0,2277135;(0.3018, 1.1062, -0.5571);(0.1671, 1.4408, -1.0532);4,4654;4,4473
1,065719;0,2275726;(0.3018, 1.1063, -0.5571);(0.1671, 1.4407, -1.0534);4,4654;4,4473
1,07687;0,2278942;(0.3016, 1.1066, -0.5571);(0.1672, 1.4407, -1.0535);4,4654;4,4474
1,088018;0,228071;(0.3017, 1.1068, -0.5572);(0.1674, 1.4408, -1.0536);4,4654;4,4474
1,099387;0,2282916;(0.3016, 1.1070, -0.5572);(0.1675, 1.4408, -1.0536);4,4655;4,4475
1,099387;0,2282916;(0.3016, 1.1070, -0.5572);(0.1675, 1.4408, -1.0536);4,4655;4,4475
1,121531;0,2287754;(0.3018, 1.1074, -0.5575);(0.1677, 1.4407, -1.0539);4,4658;4,4477
1,132487;0,228925;(0.3017, 1.1075, -0.5575);(0.1678, 1.4408, -1.0540);4,4658;4,4478
1,143608;0,2292283;(0.3018, 1.1078, -0.5576);(0.1679, 1.4407, -1.0541);4,4660;4,4479
1,154745;0,2296351;(0.3019, 1.1082, -0.5576);(0.1680, 1.4407, -1.0542);4,4660;4,4478
1,165915;0,229968;(0.3020, 1.1084, -0.5578);(0.1680, 1.4407, -1.0543);4,4662;4,4479
1,176992;0,2303364;(0.3022, 1.1085, -0.5581);(0.1681, 1.4407, -1.0545);4,4665;4,4482
1,188019;0,2305658;(0.3022, 1.1085, -0.5583);(0.1683, 1.4407, -1.0544);4,4667;4,4483
1,199555;0,2307896;(0.3023, 1.1086, -0.5585);(0.1683, 1.4407, -1.0545);4,4669;4,4485
1,210149;0,231199;(0.3023, 1.1090, -0.5587);(0.1684, 1.4408, -1.0546);4,4671;4,4486
1,221134;0,2313598;(0.3023, 1.1091, -0.5588);(0.1685, 1.4408, -1.0547);4,4672;4,4487
1,232476;0,2314991;(0.3023, 1.1092, -0.5589);(0.1685, 1.4408, -1.0548);4,4673;4,4488
1,243347;0,2313534;(0.3023, 1.1093, -0.5588);(0.1686, 1.4408, -1.0549);4,4673;4,4488
1,254674;0,2314799;(0.3022, 1.1094, -0.5588);(0.1687, 1.4407, -1.0550);4,4673;4,4488
1,254674;0,2314799;(0.3022, 1.1094, -0.5588);(0.1687, 1.4407, -1.0550);4,4673;4,4488
1,276566;0,2317475;(0.3022, 1.1092, -0.5590);(0.1688, 1.4407, -1.0551);4,4674;4,4490
1,287691;0,2318036;(0.3022, 1.1093, -0.5590);(0.1689, 1.4406, -1.0552);4,4675;4,4490
1,298865;0,231919;(0.3022, 1.1092, -0.5591);(0.1689, 1.4406, -1.0553);4,4676;4,4491
1,309798;0,2320349;(0.3022, 1.1092, -0.5592);(0.1689, 1.4406, -1.0554);4,4677;4,4492
1,321995;0,2321622;(0.3022, 1.1093, -0.5593);(0.1690, 1.4406, -1.0555);4,4677;4,4492
1,332149;0,2323788;(0.3023, 1.1091, -0.5594);(0.1690, 1.4406, -1.0556);4,4678;4,4493
1,3432;0,2326262;(0.3024, 1.1091, -0.5596);(0.1690, 1.4406, -1.0556);4,4680;4,4494
1,354141;0,2330804;(0.3025, 1.1088, -0.5600);(0.1690, 1.4406, -1.0557);4,4684;4,4497
1,365238;0,2333059;(0.3024, 1.1090, -0.5601);(0.1690, 1.4407, -1.0558);4,4685;4,4499
1,376427;0,2331133;(0.3022, 1.1090, -0.5601);(0.1691, 1.4407, -1.0559);4,4685;4,4499
1,387536;0,2328509;(0.3021, 1.1091, -0.5599);(0.1690, 1.4407, -1.0560);4,4684;4,4499
