time;distance to prev position;controller position;camera position;distance to prev target;distance to current target
0,5108328;0,06930535;(-0.0478, 1.2360, -0.4998);(0.1202, 1.4536, -1.0605);4,4953;4,4210
0,52206;0,07432171;(-0.0518, 1.2329, -0.4999);(0.1201, 1.4536, -1.0603);4,4964;4,4198
0,544035;0,08282692;(-0.0588, 1.2281, -0.5003);(0.1199, 1.4536, -1.0599);4,4983;4,4178
0,5551691;0,08697836;(-0.0622, 1.2259, -0.5004);(0.1198, 1.4537, -1.0597);4,4991;4,4168
0,5663438;0,09082405;(-0.0647, 1.2230, -0.5010);(0.1196, 1.4537, -1.0595);4,5006;4,4167
0,5663438;0,09082405;(-0.0647, 1.2230, -0.5010);(0.1196, 1.4537, -1.0595);4,5006;4,4167
0,5886204;0,09777996;(-0.0705, 1.2193, -0.5021);(0.1193, 1.4537, -1.0592);4,5028;4,4157
0,5994455;0,1009592;(-0.0730, 1.2174, -0.5026);(0.1191, 1.4537, -1.0590);4,5038;4,4154
0,6107661;0,1034115;(-0.0751, 1.2161, -0.5030);(0.1189, 1.4537, -1.0589);4,5047;4,4151
0,6218328;0,1053463;(-0.0768, 1.2153, -0.5034);(0.1188, 1.4537, -1.0587);4,5053;4,4149
0,6329948;0,1077439;(-0.0788, 1.2141, -0.5038);(0.1186, 1.4537, -1.0585);4,5061;4,4147
0,6329948;0,1077439;(-0.0788, 1.2141, -0.5038);(0.1186, 1.4537, -1.0585);4,5061;4,4147
0,6492648;0,1094824;(-0.0804, 1.2134, -0.5038);(0.1184, 1.4536, -1.0583);4,5063;4,4141
0,6663617;0,1133606;(-0.0838, 1.2116, -0.5047);(0.1182, 1.4536, -1.0580);4,5077;4,4138
0,6772689;0,1148347;(-0.0852, 1.2113, -0.5049);(0.1180, 1.4536, -1.0579);4,5081;4,4136
0,6882921;0,1161872;(-0.0864, 1.2108, -0.5052);(0.1179, 1.4535, -1.0578);4,5085;4,4134
0,6995993;0,1153971;(-0.0871, 1.2108, -0.5051);(0.1177, 1.4535, -1.0577);4,5084;4,4130
0,7103297;0,114642;(-0.0874, 1.2105, -0.5044);(0.1176, 1.4536, -1.0576);4,5079;4,4123
0,7214885;0,1166667;(-0.0893, 1.2103, -0.5052);(0.1175, 1.4536, -1.0575);4,5087;4,4124
0,7325161;0,1176576;(-0.0903, 1.2103, -0.5053);(0.1173, 1.4535, -1.0574);4,5088;4,4121
0,7435703;0,1174514;(-0.0902, 1.2103, -0.5051);(0.1172, 1.4535, -1.0573);4,5086;4,4119
0,754698;0,1164228;(-0.0912, 1.2103, -0.5049);(0.1171, 1.4535, -1.0571);4,5084;4,4114
0,7659279;0,1160666;(-0.0915, 1.2104, -0.5047);(0.1170, 1.4535, -1.0570);4,5082;4,4111
0,7772617;0,1166672;(-0.0921, 1.2102, -0.5048);(0.1169, 1.4535, -1.0569);4,5083;4,4110
0,7772617;0,1166672;(-0.0921, 1.2102, -0.5048);(0.1169, 1.4535, -1.0569);4,5083;4,4110
0,7892711;0,1181978;(-0.0935, 1.2107, -0.5052);(0.1169, 1.4535, -1.0567);4,5086;4,4108
0,8103479;0,1171421;(-0.0943, 1.2114, -0.5053);(0.1168, 1.4534, -1.0565);4,5085;4,4106
0,8215914;0,1153449;(-0.0932, 1.2121, -0.5040);(0.1167, 1.4534, -1.0563);4,5070;4,4097
0,8327928;0,1158653;(-0.0937, 1.2121, -0.5041);(0.1167, 1.4534, -1.0563);4,5071;4,4096
0,8439395;0,1154203;(-0.0941, 1.2123, -0.5041);(0.1168, 1.4533, -1.0561);4,5070;4,4094
0,855033;0,1168857;(-0.0953, 1.2126, -0.5049);(0.1168, 1.4532, -1.0561);4,5077;4,4097
0,8661798;0,1172668;(-0.0956, 1.2127, -0.5050);(0.1166, 1.4533, -1.0560);4,5077;4,4097
0,8773608;0,1175316;(-0.0959, 1.2128, -0.5050);(0.1166, 1.4533, -1.0558);4,5078;4,4096
0,8883898;0,1179317;(-0.0962, 1.2129, -0.5051);(0.1166, 1.4533, -1.0558);4,5078;4,4096
0,8995787;0,1173588;(-0.0963, 1.2133, -0.5048);(0.1166, 1.4533, -1.0557);4,5074;4,4092
0,9106598;0,1169315;(-0.0966, 1.2135, -0.5045);(0.1166, 1.4533, -1.0555);4,5071;4,4088
0,9216837;0,1163764;(-0.0972, 1.2137, -0.5046);(0.1166, 1.4532, -1.0554);4,5070;4,4086
0,9327046;0,1158725;(-0.0976, 1.2139, -0.5045);(0.1166, 1.4532, -1.0553);4,5069;4,4084
0,9439164;0,1170324;(-0.0984, 1.2146, -0.5051);(0.1166, 1.4532, -1.0551);4,5073;4,4086
0,9439164;0,1170324;(-0.0984, 1.2146, -0.5051);(0.1166, 1.4532, -1.0551);4,5073;4,4086
0,9661908;0,1184805;(-0.0998, 1.2145, -0.5052);(0.1166, 1.4532, -1.0548);4,5074;4,4082
0,9771594;0,1152511;(-0.0973, 1.2141, -0.5032);(0.1166, 1.4532, -1.0547);4,5057;4,4073
0,988599;0,1150049;(-0.0974, 1.2139, -0.5030);(0.1166, 1.4532, -1.0546);4,5055;4,4071
0,988599;0,1150049;(-0.0974, 1.2139, -0.5030);(0.1166, 1.4532, -1.0546);4,5055;4,4071
1,010541;0,1166467;(-0.0987, 1.2131, -0.5031);(0.1166, 1.4531, -1.0543);4,5059;4,4068
1,010541;0,1166467;(-0.0987, 1.2131, -0.5031);(0.1166, 1.4531, -1.0543);4,5059;4,4068
1,032851;0,1186007;(-0.1006, 1.2126, -0.5036);(0.1166, 1.4531, -1.0541);4,5065;4,4066
1,043912;0,1183602;(-0.1007, 1.2128, -0.5036);(0.1166, 1.4530, -1.0541);4,5064;4,4065
