time;distance to prev position;controller position;camera position;distance to prev target;distance to current target
1,277118;0,2231438;(0.2715, 1.2906, -0.5352);(0.1553, 1.4556, -1.0445);4,6566;4,8264
1,288182;0,2234775;(0.2712, 1.2904, -0.5352);(0.1553, 1.4556, -1.0445);4,6567;4,8265
1,299346;0,2230871;(0.2708, 1.2905, -0.5352);(0.1552, 1.4555, -1.0446);4,6566;4,8267
1,310399;0,222768;(0.2705, 1.2906, -0.5351);(0.1551, 1.4555, -1.0446);4,6565;4,8266
1,32138;0,2224027;(0.2702, 1.2907, -0.5350);(0.1550, 1.4555, -1.0446);4,6563;4,8266
1,332419;0,2219203;(0.2698, 1.2908, -0.5349);(0.1550, 1.4556, -1.0447);4,6562;4,8266
1,343986;0,2214259;(0.2693, 1.2909, -0.5347);(0.1549, 1.4556, -1.0448);4,6559;4,8266
1,358994;0,2210238;(0.2689, 1.2909, -0.5347);(0.1548, 1.4556, -1.0448);4,6559;4,8266
1,36558;0,2204079;(0.2684, 1.2911, -0.5344);(0.1548, 1.4556, -1.0449);4,6556;4,8266
1,376811;0,2206099;(0.2682, 1.2910, -0.5344);(0.1547, 1.4556, -1.0450);4,6556;4,8266
1,387984;0,2208642;(0.2679, 1.2911, -0.5345);(0.1547, 1.4555, -1.0451);4,6556;4,8268
1,399408;0,2210875;(0.2679, 1.2910, -0.5347);(0.1546, 1.4555, -1.0453);4,6558;4,8270
1,410503;0,2212686;(0.2678, 1.2909, -0.5349);(0.1544, 1.4556, -1.0454);4,6560;4,8272
1,421286;0,2210007;(0.2675, 1.2910, -0.5348);(0.1544, 1.4556, -1.0455);4,6559;4,8272
1,432349;0,2211791;(0.2674, 1.2910, -0.5349);(0.1543, 1.4556, -1.0456);4,6560;4,8273
1,443484;0,2208679;(0.2672, 1.2912, -0.5349);(0.1541, 1.4556, -1.0457);4,6559;4,8274
1,454828;0,2211246;(0.2670, 1.2913, -0.5351);(0.1541, 1.4556, -1.0458);4,6559;4,8275
