time;distance traveled;distance to prev position;controller position;camera position;distance to prev target;distance to current target;;;;
0,2214301;-0,012313863;0,002716623;(-0.0032651420, 1.2914580000, 0.4537741000);(-0.0973398400, 1.4637420000, -0.1102860000);4,466685;4,479063;;;-0,003265142;1,291458
0,2328107;-0,015947963;0,0036341;(-0.0064907670, 1.2925110000, 0.4550750000);(-0.0973398400, 1.4637420000, -0.1102860000);4,466224;4,477092;;;-0,006490767;1,292511
0,243646;-0,018497146;0,002549183;(-0.0087603930, 1.2927590000, 0.4562089000);(-0.0973361400, 1.4638290000, -0.1102320000);4,465787;4,475606;;;-0,008760393;1,292759
0,2548739;-0,023377697;0,004880551;(-0.0131205900, 1.2940120000, 0.4580085000);(-0.0973361400, 1.4638290000, -0.1102320000);4,465165;4,472947;;;-0,01312059;1,294012
0,26648;-0,027563648;0,004185951;(-0.0168818800, 1.2947980000, 0.4596691000);(-0.0974070100, 1.4637820000, -0.1100386000);4,464585;4,470617;;;-0,01688188;1,294798
0,2773034;-0,032920026;0,005356378;(-0.0217526600, 1.2957820000, 0.4616682000);(-0.0974070100, 1.4637820000, -0.1100386000);4,463987;4,467757;;;-0,02175266;1,295782
0,2884352;-0,038447116;0,00552709;(-0.0268272200, 1.2967340000, 0.4636410000);(-0.0975013400, 1.4636360000, -0.1098485000);4,463487;4,464905;;;-0,02682722;1,296734
0,2994243;-0,044460222;0,006013106;(-0.0323485700, 1.2977970000, 0.4657724000);(-0.0975013400, 1.4636360000, -0.1098485000);4,46296;4,461816;;;-0,03234857;1,297797
0,310747;-0,049924464;0,005464242;(-0.0373092900, 1.2989030000, 0.4677788000);(-0.0975888400, 1.4636200000, -0.1096494000);4,462381;4,458924;;;-0,03730929;1,298903
0,3218321;-0,056214015;0,006289551;(-0.0431045900, 1.3001460000, 0.4698832000);(-0.0975888400, 1.4636200000, -0.1096494000);4,461946;4,455793;;;-0,04310459;1,300146
0,3329787;-0,062940289;0,006726274;(-0.0493045400, 1.3009120000, 0.4723763000);(-0.0977560300, 1.4636340000, -0.1095271000);4,461366;4,452344;;;-0,04930454;1,300912
0,3441239;-0,069461403;0,006521114;(-0.0554549100, 1.3015570000, 0.4744458000);(-0.0977560300, 1.4636340000, -0.1095271000);4,461199;4,449346;;;-0,05545491;1,301557
0,3551741;-0,077012586;0,007551183;(-0.0625303400, 1.3018830000, 0.4770635000);(-0.0978786100, 1.4636320000, -0.1093257000);4,460872;4,44577;;;-0,06253034;1,301883
0,3664219;-0,06942167;0,007590916;(-0.0697495300, 1.3022370000, 0.4793829000);(-0.0978786100, 1.4636320000, -0.1093257000);4,460877;4,442466;;;-0,06974953;1,302237
0,3773605;-0,061890571;0,007531099;(-0.0769370800, 1.3025330000, 0.4816120000);(-0.0980129500, 1.4636430000, -0.1091354000);4,460979;4,439277;;;-0,07693708;1,302533
0,388464;-0,054370164;0,007520407;(-0.0841372600, 1.3033920000, 0.4836062000);(-0.0980129500, 1.4636430000, -0.1091354000);4,461215;4,436197;;;-0,08413726;1,303392
0,3995162;-0,047390949;0,006979215;(-0.0907834200, 1.3040140000, 0.4856434000);(-0.0982104800, 1.4636680000, -0.1087911000);4,461291;4,433212;;;-0,09078342;1,304014
0,4107832;-0,040093447;0,007297502;(-0.0977745100, 1.3048530000, 0.4875605000);(-0.0982104800, 1.4636680000, -0.1087911000);4,461561;4,430259;;;-0,09777451;1,304853
0,4216394;-0,033246655;0,006846792;(-0.1043680000, 1.3056710000, 0.4892145000);(-0.0984474700, 1.4636600000, -0.1085725000);4,461965;4,427626;;;-0,104368;1,305671
0,4326921;-0,026354345;0,00689231;(-0.1110920000, 1.3059090000, 0.4907094000);(-0.0984474700, 1.4636600000, -0.1085725000);4,462673;4,425269;;;-0,111092;1,305909
0,4438851;-0,019300343;0,007054002;(-0.1179388000, 1.3065210000, 0.4922919000);(-0.0986563000, 1.4637390000, -0.1084019000);4,463282;4,422738;;;-0,1179388;1,306521
0,4553396;-0,012981636;0,006318707;(-0.1241186000, 1.3070660000, 0.4934921000);(-0.0986563000, 1.4637390000, -0.1084019000);4,464055;4,420683;;;-0,1241186;1,307066
0,4663469;-0,006264947;0,006716689;(-0.1306800000, 1.3076670000, 0.4947962000);(-0.0989622500, 1.4637460000, -0.1081873000);4,464854;4,418477;;;-0,13068;1,307667
0,4777631;-0,000289926;0,005975021;(-0.1365518000, 1.3081720000, 0.4957796000);(-0.0989622500, 1.4637460000, -0.1081873000);4,465754;4,416696;;;-0,1365518;1,308172
0,4885142;0,00566425;0,005954176;(-0.1423923000, 1.3085920000, 0.4968588000);(-0.0992449500, 1.4638330000, -0.1079064000);4,466577;4,414852;;;-0,1423923;1,308592
0,4996876;0,010343403;0,004679153;(-0.1470087000, 1.3089600000, 0.4975284000);(-0.0992449500, 1.4638330000, -0.1079064000);4,467397;4,413568;;;-0,1470087;1,30896
0,5105535;0,014957562;0,004614159;(-0.1515110000, 1.3095660000, 0.4983360000);(-0.0995633300, 1.4638870000, -0.1076490000);4,468014;4,412117;;;-0,151511;1,309566
0,5217959;0,019471113;0,004513551;(-0.1559342000, 1.3101250000, 0.4990394000);(-0.0995633300, 1.4638870000, -0.1076490000);4,468714;4,41079;;;-0,1559342;1,310125
0,5325072;0,023335824;0,003864711;(-0.1597784000, 1.3103720000, 0.4993507000);(-0.0998796200, 1.4639530000, -0.1075434000);4,469647;4,409985;;;-0,1597784;1,310372
0,5434486;0,027392159;0,004056335;(-0.1637018000, 1.3113630000, 0.4996324000);(-0.0998796200, 1.4639530000, -0.1075434000);4,470504;4,409035;;;-0,1637018;1,311363
0,5544539;0,031294001;0,003901842;(-0.1675456000, 1.3117480000, 0.5001816000);(-0.1001626000, 1.4640090000, -0.1073201000);4,471198;4,407975;;;-0,1675456;1,311748
0,5656045;0,034717732;0,003423731;(-0.1709231000, 1.3122970000, 0.5002962000);(-0.1001626000, 1.4640090000, -0.1073201000);4,472115;4,407355;;;-0,1709231;1,312297
0,5765069;0,037685955;0,002968223;(-0.1738525000, 1.3127680000, 0.5003800000);(-0.1005268000, 1.4639820000, -0.1070740000);4,472926;4,406836;;;-0,1738525;1,312768
0,5874054;0,040325112;0,002639157;(-0.1764617000, 1.3131580000, 0.5004539000);(-0.1005268000, 1.4639820000, -0.1070740000);4,473657;4,406382;;;-0,1764617;1,313158
0,5991318;0,043076929;0,002751817;(-0.1791806000, 1.3135790000, 0.5005040000);(-0.1008006000, 1.4640400000, -0.1068634000);4,474442;4,405934;;;-0,1791806;1,313579
0,6103182;0,045389044;0,002312115;(-0.1814542000, 1.3139950000, 0.5004481000);(-0.1008006000, 1.4640400000, -0.1068634000);4,475178;4,40564;;;-0,1814542;1,313995
0,6207892;0,047463387;0,002074343;(-0.1834695000, 1.3144800000, 0.5003651000);(-0.1010782000, 1.4640710000, -0.1066663000);4,475843;4,405388;;;-0,1834695;1,31448
0,6317154;0,049373448;0,001910061;(-0.1852735000, 1.3148300000, 0.4998442000);(-0.1010782000, 1.4640710000, -0.1066663000);4,476866;4,405614;;;-0,1852735;1,31483
0,6429215;0,051573754;0,002200306;(-0.1873961000, 1.3154030000, 0.4997615000);(-0.1013284000, 1.4641010000, -0.1065467000);4,477552;4,405332;;;-0,1873961;1,315403
0,6539483;0,053055091;0,001481337;(-0.1888334000, 1.3157620000, 0.4997715000);(-0.1013284000, 1.4641010000, -0.1065467000);4,477961;4,405084;;;-0,1888334;1,315762
0,665057;0,054446369;0,001391278;(-0.1901919000, 1.3160500000, 0.4996861000);(-0.1016099000, 1.4641270000, -0.1063775000);4,478445;4,404953;;;-0,1901919;1,31605
0,6763251;0,055748117;0,001301748;(-0.1914813000, 1.3162020000, 0.4995919000);(-0.1016099000, 1.4641270000, -0.1063775000);4,478939;4,40487;;;-0,1914813;1,316202
0,6873999;0,057191732;0,001443615;(-0.1929202000, 1.3163120000, 0.4995547000);(-0.1019852000, 1.4641770000, -0.1061599000);4,479437;4,404724;;;-0,1929202;1,316312
0,6986679;0,058292023;0,001100291;(-0.1940134000, 1.3162570000, 0.4994435000);(-0.1019852000, 1.4641770000, -0.1061599000);4,479918;4,404725;;;-0,1940134;1,316257
0,710091;0,059285701;0,000993678;(-0.1949405000, 1.3161180000, 0.4991139000);(-0.1022658000, 1.4642450000, -0.1059921000);4,480559;4,404974;;;-0,1949405;1,316118
0,7210419;0,060451549;0,001165848;(-0.1960854000, 1.3162150000, 0.4989161000);(-0.1022658000, 1.4642450000, -0.1059921000);4,481111;4,40502;;;-0,1960854;1,316215
0,7321354;0,061586342;0,001134793;(-0.1972033000, 1.3162720000, 0.4987299000);(-0.1025343000, 1.4644550000, -0.1059231000);4,48165;4,405067;;;-0,1972033;1,316272
0,7432945;0,062601869;0,001015527;(-0.1982042000, 1.3164120000, 0.4986310000);(-0.1025343000, 1.4644550000, -0.1059231000);4,482054;4,405024;;;-0,1982042;1,316412
0,7546678;0,063481851;0,000879982;(-0.1990775000, 1.3163410000, 0.4985496000);(-0.1028014000, 1.4646500000, -0.1057625000);4,482437;4,405024;;;-0,1990775;1,316341
0,7656083;0,064274967;0,000793116;(-0.1998608000, 1.3162270000, 0.4984990000);(-0.1028014000, 1.4646500000, -0.1057625000);4,482768;4,405014;;;-0,1998608;1,316227
0,7770085;0,064747302;0,000472335;(-0.2002998000, 1.3160540000, 0.4984812000);(-0.1030641000, 1.4648870000, -0.1056466000);4,482964;4,405023;;;-0,2002998;1,316054
0,7880375;0,06502442;0,000277119;(-0.2005163000, 1.3158980000, 0.4984065000);(-0.1030641000, 1.4648870000, -0.1056466000);4,483133;4,405107;;;-0,2005163;1,315898
0,7992207;0,065454511;0,000430091;(-0.2008998000, 1.3157050000, 0.4983836000);(-0.1032383000, 1.4650880000, -0.1054911000);4,483319;4,405131;;;-0,2008998;1,315705
0,8102229;0,065760959;0,000306449;(-0.2010958000, 1.3154890000, 0.4982880000);(-0.1032383000, 1.4650880000, -0.1054911000);4,483511;4,40525;;;-0,2010958;1,315489
0,8212986;0,066114028;0,000353068;(-0.2014436000, 1.3155060000, 0.4982300000);(-0.1033970000, 1.4652360000, -0.1052647000);4,48368;4,405265;;;-0,2014436;1,315506
0,8323427;0,06674104;0,000627012;(-0.2019967000, 1.3157680000, 0.4980934000);(-0.1033970000, 1.4652360000, -0.1052647000);4,483946;4,40528;;;-0,2019967;1,315768
0,8433711;0,067414655;0,000673615;(-0.2025970000, 1.3160590000, 0.4980001000);(-0.1035106000, 1.4653420000, -0.1051408000);4,484184;4,405241;;;-0,202597;1,316059
0,85441;0,068285067;0,000870411;(-0.2033746000, 1.3164260000, 0.4978649000);(-0.1035106000, 1.4653420000, -0.1051408000);4,484507;4,405208;;;-0,2033746;1,316426
0,8654457;0,068858533;0,000573466;(-0.2039321000, 1.3165540000, 0.4978247000);(-0.1035891000, 1.4653770000, -0.1050285000);4,48471;4,405159;;;-0,2039321;1,316554
0,8765177;0,069221787;0,000363255;(-0.2042305000, 1.3167610000, 0.4978344000);(-0.1035891000, 1.4653770000, -0.1050285000);4,484766;4,405071;;;-0,2042305;1,316761
0,8875976;0,069593439;0,000371652;(-0.2040046000, 1.3169740000, 0.4976303000);(-0.1035353000, 1.4654290000, -0.1049357000);4,484839;4,405246;;;-0,2040046;1,316974
0,8987216;0,069417558;0,000175881;(-0.2039287000, 1.3171230000, 0.4975758000);(-0.1035353000, 1.4654290000, -0.1049357000);4,484838;4,405274;;;-0,2039287;1,317123
0,9099079;0,069060272;0,000357286;(-0.2035865000, 1.3172250000, 0.4975793000);(-0.1035883000, 1.4654930000, -0.1048348000);4,484701;4,405284;;;-0,2035865;1,317225
0,9208112;0,069506536;0,000446264;(-0.2032779000, 1.3174880000, 0.4973921000);(-0.1035883000, 1.4654930000, -0.1048348000);4,484723;4,40544;;;-0,2032779;1,317488
0,9319521;0,069059037;0,000447499;(-0.2028857000, 1.3176630000, 0.4972665000);(-0.1035954000, 1.4655410000, -0.1047624000);4,484675;4,405565;;;-0,2028857;1,317663
0,9430662;0,069436167;0,00037713;(-0.2027513000, 1.3179840000, 0.4971212000);(-0.1035954000, 1.4655410000, -0.1047624000);4,484707;4,405649;;;-0,2027513;1,317984
0,9541813;0,069842996;0,000406829;(-0.2027294000, 1.3183540000, 0.4969535000);(-0.1036572000, 1.4655700000, -0.1046651000);4,484789;4,405732;;;-0,2027294;1,318354
0,9652613;0,069272046;0,00057095;(-0.2026138000, 1.3189060000, 0.4968641000);(-0.1036572000, 1.4655700000, -0.1046651000);4,484735;4,405708;;;-0,2026138;1,318906
0,976373;0,069838203;0,000566157;(-0.2026269000, 1.3193590000, 0.4965251000);(-0.1038479000, 1.4655760000, -0.1046978000);4,484972;4,405935;;;-0,2026269;1,319359
0,9876;0,070388338;0,000550135;(-0.2026848000, 1.3198030000, 0.4962054000);(-0.1038479000, 1.4655760000, -0.1046978000);4,485209;4,40614;;;-0,2026848;1,319803
0,9985972;0,070967818;0,00057948;(-0.2026400000, 1.3203510000, 0.4960224000);(-0.1039291000, 1.4655990000, -0.1045872000);4,485267;4,406201;;;-0,20264;1,320351
1,009722;0,071514184;0,000546366;(-0.2026116000, 1.3208810000, 0.4958918000);(-0.1039291000, 1.4655990000, -0.1045872000);4,485284;4,406213;;;-0,2026116;1,320881
1,02112;0,070993388;0,000520796;(-0.2023937000, 1.3213320000, 0.4957506000);(-0.1041717000, 1.4655090000, -0.1045612000);4,485261;4,406274;;;-0,2023937;1,321332
1,032073;0,070425978;0,000567411;(-0.2021077000, 1.3217960000, 0.4955910000);(-0.1041717000, 1.4655090000, -0.1045612000);4,48523;4,406356;;;-0,2021077;1,321796
1,04334;0,070705647;0,00027967;(-0.2019851000, 1.3220110000, 0.4954617000);(-0.1042116000, 1.4656660000, -0.1045270000);4,485271;4,406447;;;-0,2019851;1,322011
1,054004;0,071003032;0,000297385;(-0.2019833000, 1.3222600000, 0.4952992000);(-0.1042116000, 1.4656660000, -0.1045270000);4,485376;4,40655;;;-0,2019833;1,32226
1,065094;0,071340375;0,000337343;(-0.2019764000, 1.3225540000, 0.4951326000);(-0.1043108000, 1.4656400000, -0.1042628000);4,485476;4,406648;;;-0,2019764;1,322554
1,076392;0,071612799;0,000272424;(-0.2021320000, 1.3227390000, 0.4950080000);(-0.1043108000, 1.4656400000, -0.1042628000);4,485611;4,406711;;;-0,202132;1,322739
1,087493;0,071991317;0,000378517;(-0.2023338000, 1.3230570000, 0.4949651000);(-0.1045284000, 1.4656760000, -0.1040995000);4,485663;4,406661;;;-0,2023338;1,323057
1,09847;0,072205144;0,000213827;(-0.2024282000, 1.3232240000, 0.4948710000);(-0.1045284000, 1.4656760000, -0.1040995000);4,485753;4,406704;;;-0,2024282;1,323224
1,109493;0,072434463;0,000229319;(-0.2026033000, 1.3232730000, 0.4947314000);(-0.1047181000, 1.4656540000, -0.1039380000);4,485933;4,40681;;;-0,2026033;1,323273
1,120882;0,07263169;0,000197227;(-0.2027632000, 1.3233570000, 0.4946517000);(-0.1047181000, 1.4656540000, -0.1039380000);4,486046;4,406852;;;-0,2027632;1,323357
